Name	Address	Lat	Long
Greentree Inn	1006 Greentree Road Pittsburgh, PA 15220	40.4168413	-80.0454066
Grieco&#39;s Carefree Inn	903 Route 910 Indianola, PA 15051	40.5678004	-79.8593491
Grille 565	565 Lincoln Avenue Pittsburgh, PA 15202	40.4615512	-79.9081532
Grist House Brewing	10 Sherman Street Pittsburgh, PA 15209	40.47886	-79.971985
Grit &amp; Grace	535 Liberty Avenue Pittsburgh, PA 15222	40.4419941	-80.0025549
Gus&#39;s Cafe 	4717 Butler Street Pittsburgh, PA 15201	40.474628	-79.957999
Guyasuta Lounge	1004 N Canal St Pittsburgh, PA 15215	40.4948051	-79.932352
H &amp; H Lounge	1903 Leechburg Rd Pittsburgh, PA 15235	40.493474	-79.789948
H&#39;s Bar &amp; Grill	4257 Verona Road Verona, PA 15147	40.466973	-79.86467
Hal&#39;s Bar &amp; Grill	3225 Babcock Blvd Pittsburgh, PA 15237	40.5245995	-80.0165555
Halfway To Heaven	2510 Lincoln Boulevard Elizabeth, PA 15037	40.301801	-79.865078
Hambones Restaurant &amp; Pub	4207 Butler St Pittsburgh, PA 15201	40.470484	-79.9607427
Hampton Inn &amp; Suites / Settlers Ridge Restaurant	5000 Campbells Run Road Pittsburgh, PA 15205	40.4385492	-80.1503716
Happy Day Lounge	313 North Avenue Pittsburgh, PA 15209	40.482126	-79.974163
Happy Hour Saloon	129 Schwab  Avenue Homestead, PA 15120		
Hard Rock Cafe 	230 W Station Sq Dr Pittsburgh, PA 15219		
Harris Grill	5747 Ellsworth Ave Pittsburgh, PA 15232	40.4559645	-79.9313082
Harry&#39;s Bar &amp; Grill @ Pittsburgh National Golf Club	287 Monier Road Gibsonia, PA 15044	40.6506059	-79.8797507
Harvey Wilner&#39;s Village Tavern	1620 Pennsylvania Ave West Mifflin, PA 15122	40.362357	-79.8585015
Heights Tavern	1400 Crafton Boulevard Pittsburgh, PA 15205	40.4375401	-80.0576043
Heinz Field /  Hickory Bridge BBQ #426	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / 305 Concession	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / 310 Concession &amp; #308#311#307	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Allegheny Fry Company #106	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Allegheny Fry Company #136	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Amp Tent	1 Art Rooney Avenue Pittsburgh, PA 15212	40.4462873	-80.0138843
Heinz Field / Burgatory 147S	500 Art Rooney Drive Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Champion&#39;s Club Grill C149	500 Art Rooney Drive Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Champion&#39;s Club Italian Station C151	500 Art Rooney Drive Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Champion&#39;s Club Main Bar C148	500 Art Rooney Drive Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Champion&#39;s Club Pantry	500 Art Rooney Drive Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / East Club Bar Rm#207#211#214#204#205	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Franco&#39;s Italian Sausage 146S	500 Art Rooney Drive Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand RM#114	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#108	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#120	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#124	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#130	500 Art Rooney Avenue Pittsburgh, PA 15212		
Heinz Field / Goal Line Stand Rm#134	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#138	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#424	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#508	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#511	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#513	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#531	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#535	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Goal Line Stand Rm#538/Vending #539	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Grid Iron Grill Rm#122	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Grid Iron Grill Rm#509	500 Art Rooney Avenue Pittsburgh, PA 15212		
Heinz Field / Grid Iron Grill Rm#533	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Heroes Bar Rm#128/Vending #127	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Hickory Bridge Rm#129	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Italian Market #230/Vending#229	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Italian Market Rm#206	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Old Allegheny Cafe Rm#215/Vending#216	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Old Allegheny Cafe Rm#239	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Papa John&#39;s 151S	500 Art Rooney Drive Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Primanti Brothers Rm#110	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Primanti Brothers Rm#132	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Pub 33	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Quaker Steak &amp; Lube Rm#112	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Red Zone Express Rm#119	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Steel City Grill #212	500 Art Rooney  Drive Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Steel City Grill Rm#209	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Steel City Grill Rm#233	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / Steel City Grill Rm#236	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Field / West Club Bar / Room #231#235#240#237#238	500 Art Rooney Avenue Pittsburgh, PA 15212	40.4473455	-80.0142135
Heinz Hall Main Kitchen &amp; Bar	600 Penn Avenue Pittsburgh, PA 15222	40.442652	-80.0013959
Helicon Brewing	102 Union Avenue Oakdale, PA 15071	40.396589	-80.184957
Hello Bistro #1	3605 Forbes Avenue Pittsburgh, PA 15213	40.4409286	-79.9583548
Helmet Heads Bar &amp; Grille	4962 Library Road Bethel Park, PA 15102	40.3434982	-80.0268677
Hemingway&#39;s Cafe	3911 Forbes Ave Pittsburgh, PA 15213	40.442287	-79.9563515
Herb&#39;s Cafe	2511 Grandview Ave Mc Keesport, PA 15132	40.335439	-79.834625
Hi Sound Karioke	6316 Forbes Avenue Pittsburgh, PA 15217	40.4380187	-79.9185138
Hidden Harbor @ The Independenent 	1708 Shady  Avenue Pittsburgh, PA 15217	40.4376509	-79.9195142
Hidy&#39;s Cafe	115 W Braddock Ave Braddock, PA 15104	40.407873	-79.877274
High Rollers	519 E 8th Ave Homestead, PA 15120	40.409118	-79.905749
Highland Bar	517 Perry Hwy Pittsburgh, PA 15229	40.5222885	-80.0344315
Hilltop Tavern	750 Warrington  Avenue Pittsburgh, PA 15210	40.421595	-79.99387
Hilltoppers Pub	1700 Lowrie St Pittsburgh, PA 15212	40.4639354	-79.9826699
Hilton Garden Inn / The Garden Grille &amp; Bar	3454 Forbes  Avenue Pittsburgh, PA 15213	40.4394295	-79.9594009
Hilton Garden Inn Robinson - Restaurant	303 Park Manor Drive Pittsburgh, PA 15205	40.4505123	-80.1641401
Hitchhiker Brewing Company	190 Castle Shannon  Boulevard Pittsburgh, PA 15228	40.3775401	-80.0406599
Hofbrauhaus	2705 Water  Street Pittsburgh, PA 15203	40.4287081	-79.9645651
Hoffstot&#39;s/Cafe Monaco	533 Allegheny Avenue Oakmont, PA 15139	40.5186473	-79.8433906
Hog&#39;s Bar &amp; Grill	1724 Prospect Road Pittsburgh, PA 15236	40.358748	-79.9591
Hog&#39;s Head Bar &amp; Grill	3433 Spring Garden  Road Pittsburgh, PA 15212	40.4824514	-79.9962122
Holiday Inn / Madison&#39;s Restaurant and Lounge	2750 Mosside  Boulevard Monroeville, PA 15146	40.4370575	-79.7554003
Holiday Inn Express Pittsburgh Airport Restaurant	5311 Campbells Run Road Pittsburgh, PA 15205	40.4431131	-80.1600039
Hollywood Show Bar	836 Linden Avenue East Pittsburgh, PA 15112	40.4008492	-79.8346809
Homerun Harry&#39;s	225 W Station Sq Dr/ Commerce Ct Pittsburgh, PA 15219		
Homestead Capri Pizza	820 Amity Street Homestead, PA 15120	40.4065788	-79.9103719
Homestead Slavs Social Club	815 Ann St Homestead, PA 15120	40.4074637	-79.9086954
Homewood American Legion	4491 Verona Rd Verona, PA 15147	40.473596	-79.857129
Homewood Suites Hotel Restaurant	2000 GSK Drive Coraopolis, PA 15108		
Homewood Suites Restaurant	1410 Smallman Street Pittsburgh, PA 15222	40.4479812	-79.9898632
Honest John&#39;s 	216 8th Avenue Homestead, PA 15120	40.4072651	-79.9101652
Hoople&#39;s	2221 Brownsville Rd Pittsburgh, PA 15210	40.390766	-79.985881
Hoots Again	3115 Walnut St Mc Keesport, PA 15132	40.33078	-79.842895
Hop Farm Brewing Company	5601 Butler Street Pittsburgh, PA 15201	40.4846953	-79.9479546
Hop&#39;s Place	3037 Shadeland Ave Pittsburgh, PA 15212	40.4726441	-80.0315075
Hot Rod Cafe	205 Boggs  Avenue Pittsburgh, PA 15211	40.4261197	-80.0076392
Hot Shots South Park Saloon	4099 Brownsville  Road Library, PA 15129	40.2864389	-80.0198172
Hotel Monaco / Biergarten / 9th Floor	458 Strawberry Way Pittsburgh, PA 15219	40.441657	-79.9961543
Hotel Monaco / The Commoner Restaurant &amp; Bar	458 Strawberry  Way Pittsburgh, PA 15219	40.441657	-79.9961543
Hotel Parry Restaurant	644 W 7th Ave Homestead, PA 15120	40.3977284	-79.923259
Hotel Richland - Restaurant	5370 Wm Flynn Hwy Gibsonia, PA 15044		
Hotel Terrace Hall Restaurant	2335 Centre Ave Pittsburgh, PA 15219	40.445833	-79.9729594
Hott Rodz	626 Monongahela Ave Glassport, PA 15045	40.32513	-79.892774
Hough&#39;s	563 Greenfield Ave Pittsburgh, PA 15207	40.4262651	-79.9403121
Houlihan&#39;s Galleria Mall	1500 Washington Rd Pittsburgh, PA 15228	40.3569591	-80.0518073
Houlihan&#39;s Restaurant	100 Robinson Center Drive Pittsburgh, PA 15205		
Houlihan???s in Station Square 	125 Station Sq Drive / Freight House Shops 15 Pittsburgh, PA 15219		
House Of Lee	8145 Ohio River Blvd Pittsburgh, PA 15202	40.5100424	-80.0950708
Howard&#39;s Park Place Pub	534 Peebles St Pittsburgh, PA 15221	40.4413065	-79.8944459
Howard&#39;s Tavern	98 Center Ave Pittsburgh, PA 15229	40.5091523	-80.0286449
Howl at the Moon	125 7th Street Pittsburgh, PA 15222	40.4438831	-80.000227
Hula Bar &amp; Grill	759 Railroad Avenue Verona, PA 15147	40.506476	-79.8438852
Hunan Chinese &amp; Bubble Tea -Smoothie	239 Atwood  Street Pittsburgh, PA 15213	40.4402935	-79.9562773
Huntz Tavern	645 Butler Street Pittsburgh, PA 15223	40.5032954	-79.9473761
Hyatt House / Shadyside Restaurant	5335 Baum  Boulevard Pittsburgh, PA 15224	40.4570283	-79.9390595
Hyatt House Southside Works Restaurant	2795 South Water Street Pittsburgh, PA 15223	40.4283628	-79.9639518
Hyatt Place Restaurant	260 Shore Drive Pittsburgh, PA 15212	40.4466866	-80.0089281
Hyatt Regency Pgh Int&#39;l Airport / Restaurant	1111 Airport Boulevard / Pgh Int&#39;l Airport Pittsburgh, PA 15231		
Hyde Park Prime Steakhouse	247  North Shore  Drive Pittsburgh, PA 15212	40.446175	-80.0082771
Hyeholde Restaurant	1516 Coraopolis Heights Rd Coraopolis, PA 15108		
Ice Castle Bar 	990 Castle Shannon Boulevard Pittsburgh, PA 15234	40.3660903	-80.0265822
Ichiban II	1160 Park Manor Boulevard Pittsburgh, PA 15205	40.4532646	-80.1653898
Ichiban Steakhouse	983  Freeport Rd Pittsburgh, PA 15238	40.4871937	-79.8855575
Ichiban Steakhouse &amp; Sushi Bar	1500 Village Run  Road Wexford, PA 15090	40.633555	-80.0577947
Il Forno	115 Federal Street Pittsburgh, PA 15212	40.4471507	-80.0064087
Il Pizzaiolo	703 Washington Rd Pittsburgh, PA 15228	40.380192	-80.0444813
Il Pizzaiolo	701 Warrendale Village Drive Warrendale, PA 15086	40.6567612	-80.0910779
Images Bar	965 Liberty Avenue Pittsburgh, PA 15222	40.4437932	-79.9957245
Improv - Restaurant &amp; Comedy Showcase	166 E Bridge St Homestead, PA 15120		
Independent Brewing Company	1704 Shady Avenue Pittsburgh, PA 15217	40.4376813	-79.9195192
Industry Public House	140 Andrew Drive Pittsburgh, PA 15275	40.451885	-80.1768917
Industry Public House	4305 Butler Street Pittsburgh, PA 15201	40.4709302	-79.9604413
Insurrection Aleworks	1635 Railroad Street Carnegie, PA 15106	40.392451	-80.087404
Interchange Lounge	1560 Worthington Ave Clairton, PA 15025	40.2923805	-79.9094898
Iron Creek Bar &amp; Grille	611 Millers Run Road Cuddy, PA 15031	40.3481607	-80.1554604
It&#39;s Dogg&#39;n It	1936 Murray Avenue Pittsburgh, PA 15217	40.4350675	-79.9229625
Italian Village Pizza	979  Freeport Rd Pittsburgh, PA 15238	40.4880681	-79.886955
Italo American Citizens Club	1130 Rodi  Road Turtle Creek, PA 15145	40.4246435	-79.8153841
Ivy Restaurant	360 Castle Shannon Blvd Pittsburgh, PA 15234	40.3751538	-80.0366799
J &amp; S Pizza	1828 Union Avenue Natrona Heights, PA 15065	40.6237805	-79.7220875
J Clarks	9805 McKnight Rd Pittsburgh, PA 15237	40.5847057	-80.0396431
J D &#39;s at RIDC Park	180 Gamma Drive Pittsburgh, PA 15238	40.5019257	-79.8604898
J G &#39;s Tarentum Station Grille	101 Station Drive Tarentum, PA 15084		
J L &#39;s Double Headers	2349 Vondera St Homestead, PA 15120		
JP&#39;s Bar	4970 Library Road Bethel Park, PA 15102	40.343314	-80.0267351
Jack&#39;s Rose Bar	1117 E Carson St Pittsburgh, PA 15203	40.4288491	-79.9866356
Jackman Inn	918 Jackman Ave Pittsburgh, PA 15202		
Jade Grille	670 Washington Rd Pittsburgh, PA 15228	40.3805957	-80.0448481
Jailhouse Saloon	929 5th Ave Coraopolis, PA 15108	40.5180967	-80.1654336
James Street Gastropub &amp; Speakeasy	422 Foreland Street Pittsburgh, PA 15212	40.4544277	-80.0010718
James Street Tavern	1224 James St / Rear Monroeville, PA 15146		
Jamison&#39;s	3113 Liberty Avenue Pittsburgh, PA 15216	40.459586	-79.9701989
Jay&#39;s Other Place	3888 Wm Flynn Highway Allison Park, PA 15101		
Jays Lounge	2176 Webster Avenue Pittsburgh, PA 15219	40.447162	-79.977905
Jb&#39;s Roadside Bar &amp; Grill	1633 Saxonburg Boulevard Tarentum, PA 15084	40.647305	-79.84612
Jeckyl &amp; Hyde	140 S 18th St Pittsburgh, PA 15203	40.4265787	-79.9809497
Jefferson Hideaway	1172 Jefferson Heights Road Pittsburgh, PA 15235	40.444519	-79.8132139
Jergel&#39;s Rhythm Grille	103 Slade Lane Warrendale, PA 15086	40.6546897	-80.0822175
Jerome Bettis&#39; Grill #36	393 North Shore  Drive Pittsburgh, PA 15212	40.4455502	-80.0113372
Jim&#39;s Pub	2612 Liberty Way Mc Keesport, PA 15133	40.3283139	-79.8564878
Jimmy D&#39;S	1707 Carson Street Pittsburgh, PA 15203	40.4290373	-79.9816094
Jimmy Wan&#39;s Restaurant &amp; Lounge	1337 Old Freeport Road Pittsburgh, PA 15238	40.4888872	-79.874634
Jimmy Z&#39;s Place	3889 Brighton  Road Pittsburgh, PA 15212	40.486719	-80.0371858
Jockey Club Of Etna	1 Isabella Street Pittsburgh, PA 15223	40.4475206	-80.0040431
Jocko&#39;s Pub	901 Main St Pittsburgh, PA 15215	40.494403	-79.9336749
Joe&#39;s	4814 Buttermilk Hollow Rd West Mifflin, PA 15122	40.358184	-79.909575
Joe&#39;s Crab Shack	226 W Station Sq / Bessemer Pittsburgh, PA 15219		
Joe&#39;s Crab Shack	6491 Robinson Center Drive Pittsburgh, PA 15205		
John Anthony&#39;s Restaurant Lounge	115 Center New Texas Rd Pittsburgh, PA 15239		
Johnny O&#39;s Bar &amp; Grille	5533 Walnut Street Pittsburgh, PA 15232	40.4517596	-79.9325658
Johnny&#39;s	112 Westinghouse  Avenue Wilmerding, PA 15148	40.3927933	-79.8100251
Johnny&#39;s Hide-A-Way	618 California Ave Pittsburgh, PA 15202	40.501409	-80.068654
Jose &amp; Tony&#39;s	1573 McFarland  Road Pittsburgh, PA 15216	40.3930291	-80.0459532
Joseph Tambellini Restaurant	5701 Bryant St Pittsburgh, PA 15206	40.4765877	-79.9214518
Jugo Slav Ed &amp; Enter Hm Cover	5225 N Pennsylvania Ave Bethel Park, PA 15102	40.329322	-80.033318
Just Cousins	203 Grant Avenue Pittsburgh, PA 15209	40.5496894	-80.0392566
K &amp; M Pub	200 Mt Oliver St Pittsburgh, PA 15210		
KB Forward Lanes	5844 Forward Ave Pittsburgh, PA 15217	40.4292017	-79.9223235
KBox	214 Craig Street Pittsburgh, PA 15213	40.4503566	-79.9508477
Kanczes City Saloon	1016 Duquesne Blvd Duquesne, PA 15110	40.384196	-79.859182
Kar Hing	211 North Ave East Pittsburgh, PA 15112	40.4080257	-79.8408849
Karans Restaurant	224 Wall Ave Wilmerding, PA 15148	40.3930603	-79.7977827
Karwoskis Tavern	132 S 24th St Pittsburgh, PA 15203	40.426338	-79.971936
Katana	3229 Liberty Avenue Pittsburgh, PA 15216	40.4608163	-79.9683969
Kay&#39;s Bar	1011 Sharpshill Rd Pittsburgh, PA 15215		
Kaya	2000 Smallman Street Pittsburgh, PA 15222	40.4516503	-79.9844699
Keith-Holmes  VFW Post 402	412 Mulberry St Coraopolis, PA 15108	40.5172377	-80.1627554
Kelly&#39;s Bar	6012 Centre Ave Pittsburgh, PA 15232	40.4600196	-79.9247677
Kelly&#39;s Korner	285 45th St Pittsburgh, PA 15201	40.470662	-79.956909
Kenny&#39;s Place	1404 5th Ave Pittsburgh, PA 15219	40.4383628	-79.9861781
Kennywood / Backyard BBQ 	4800 Kennywood Boulevard West Mifflin, PA 15122	40.3878426	-79.8645927
Keystone Grille House	827 Linden Ave East Pittsburgh, PA 15112	40.4008337	-79.8347397
Khalil&#39;s II Restaurant 	4755-57 Baum Blvd Pittsburgh, PA 15213	40.45407	-79.9498996
Kiku Japanese Restaurant	225 W Station Sq Dr Pittsburgh, PA 15219		
Killian&#39;s Pub	531 Freeport Road Creighton, PA 15030	40.5758886	-79.7783092
Kimmie&#39;s Restaurant &amp; Lounge	900 Park Ave Pittsburgh, PA 15234	40.4446021	-79.8758641
Kiyoshi	6506 University Blvd Coraopolis, PA 15108		
Knuckleheads	146 Three Degree Road Pittsburgh, PA 15237	40.5446007	-80.0314063
Kopy&#39;s Bar	80 S 12th St Pittsburgh, PA 15203	40.428097	-79.986718
Korea Garden Restaurant	414 Semple St Pittsburgh, PA 15213	40.4366464	-79.9546926
Korner Pub 	4 Bower Hill Rd Pittsburgh, PA 15228	40.3870932	-80.0440294
Kosbar Ranch Lounge	363 Coraopolis Road Coraopolis, PA 15108	40.5035617	-80.1360857
Kretzler&#39;s Tavern	2240 Babcock Blvd Pittsburgh, PA 15237	40.5131469	-79.997592
Krista&#39;s Cantina	2650 California Pittsburgh, PA 15212		
Krivan Hall Assoc	628 Garfield Street Springdale, PA 15144	40.538716	-79.782804
Kuhn&#39;s Cafe	4801 McKnight Road Pittsburgh, PA 15237	40.522828	-80.006531
Kynor&#39;s Korner Cafe	4235 3rd St Mc Keesport, PA 15132	40.321182	-79.837774
LN Fish	995 Greensburg Pk East Pittsburgh, PA 15112		
La Barbe Restaurant	4397 Old Wm Penn Hwy Monroeville, PA 15146		
La Cappella	1041 Freeport Rd Pittsburgh, PA 15238	40.4884157	-79.885518
Ladles	516 Pittsburgh Street Springdale, PA 15144	40.541041	-79.7858679
Lady Di Lounge	7904  Frankstown Ave Pittsburgh, PA 15221	40.454916	-79.88561
Lafayette Hotel Restaurant	301 S Main St Pittsburgh, PA 15215	40.4940447	-79.937614
Lapko&#39;s Bar &amp; Grill	340 8th  Avenue Homestead, PA 15120	40.4084992	-79.9075025
Larry&#39;s Hotel Bar	3401 Walnut St Mc Keesport, PA 15132	40.3295101	-79.8412186
Las Velas	21 Market Square Pittsburgh, PA 15222	40.440794	-80.0021061
Laughing Buddha Bar	1778 Highland Avenue Pittsburgh, PA 15241	40.5032084	-79.9389503
Lava Lounge	2204 E Carson St Pittsburgh, PA 15203	40.428184	-79.9743249
Le Mardi Gras	731 Copeland St Pittsburgh, PA 15232	40.4512509	-79.9346096
LeMont Restaurant	1114 Grandview Ave Pittsburgh, PA 15211	40.4377679	-80.0178151
Lee Tuck	134 Steuben Street Pittsburgh, PA 15220	40.442505	-80.033957
Lee&#39;s Bar &amp; Grill	428 Brownsville Rd Pittsburgh, PA 15210	40.4127462	-79.9894767
Lefty&#39;s In The Strip	2021 Penn Avenue Pittsburgh, PA 15222	40.4516204	-79.9835998
Legends Tavern	914 Brownsville Rd Pittsburgh, PA 15210	40.407216	-79.992233
Legion Memorial Assoc	2813  Capital St Mc Keesport, PA 15131		
Legume Bistro / Butterjoint	214 Craig Street Pittsburgh, PA 15213	40.4503566	-79.9508477
Leiserv 11th Frame Lounge	5840 Buttermilk Hollow Road Pittsburgh, PA 15207	40.3642673	-79.9086573
LemonHead&#39;s Brightwood Grille	5317 Brightwood  Road Bethel Park, PA 15102	40.3273772	-80.0300697
Lemontree Lounge	400 Arlington Street Sturgeon, PA 15082		
Lenny&#39;s	4118 Bakerstown-Culmerville Road Gibsonia, PA 15044	40.651519	-79.916604
Level 20 Sports Bar &amp; Grill	1033 Paxton  Drive Bethel Park, PA 15102	40.3365442	-80.0241059
Liam&#39;s Fish Wings &amp; Things	501 Penn Avenue Pittsburgh, PA 15221	40.444901	-79.886846
Liberty Boro Veterans Assoc	2701 C St Mc Keesport, PA 15133		
Lidia&#39;s	1400 Smallman Street Pittsburgh, PA 15222	40.4484631	-79.9894086
Little Tokyo	636 Washington Rd Pittsburgh, PA 15228	40.3818121	-80.0444905
Little Tokyo Bistro	2122 E Carson St Pittsburgh, PA 15203	40.4281728	-79.97535
Local Bar &amp; Kitchen	1513 Carson Street Pittsburgh, PA 15203	40.4289981	-79.982867
Local Brew House 	120 Federal  Street Pittsburgh, PA 15212	40.4482202	-80.0039053
Logan&#39;s Pub	301 Craig  Street Pittsburgh, PA 15213	40.4519461	-79.9522871
Loggia Libera Italia #941	101 6th St Glassport, PA 15045	40.326161	-79.893214
Lombardozzi&#39;s	4786 Liberty Ave Pittsburgh, PA 15224	40.4604776	-79.947344
Lone Star Steakhouse &amp; Saloon	6111 Mountain View  Drive West Mifflin, PA 15122	40.3428986	-79.9411598
LongHorn Steakhouse #5245	410 W Waterfront Dr Homestead, PA 15120	40.4042365	-79.9188351
LongHorn Steakhouse #5293	200 Robinson Center Drive Pittsburgh, PA 15205		
LongHorn Steakhouse #5525	9150 Covenant  Avenue Pittsburgh, PA 15237	40.5712927	-80.0229829
Longue Vue Club	400 Longue Vue Dr Verona, PA 15147		
Loose Moose Saloon	5185 Brownsville Rd Pittsburgh, PA 15236	40.3439421	-79.9848135
Lorenz Cafe	718 Lorenz Avenue Pittsburgh, PA 15220	40.4448018	-80.0397234
Lot 17	4617 Liberty Ave Pittsburgh, PA 15224	40.4625595	-79.9501667
Lou Magoo&#39;s	401 Lincoln Hwy North Versailles, PA 15137	40.381767	-79.818835
Lou&#39;s Little Corner Bar	4924 Liberty Ave Pittsburgh, PA 15224	40.459341	-79.9451899
Loughlin&#39;s Pub	2373 Saxonburg Boulevard Cheswick, PA 15024	40.6078667	-79.8678514
Lounge 7101 2nd Time Around	7101 Frankstown Ave Pittsburgh, PA 15208	40.458094	-79.898276
Lounge on Verona	4343 Verona Road Verona, PA 15147	40.468019	-79.86215
Loyal Order Of Moose #46	1044 Saxonburg Blvd Glenshaw, PA 15116	40.5194956	-79.9390181
Lucca Ristorante &amp; Wine Bar	317 S Craig  Street Pittsburgh, PA 15213	40.445176	-79.9484908
Luciano&#39;s Italian Brick Oven	1212 Long Run  Road Mc Keesport, PA 15131	40.3336125	-79.8117608
Luciano&#39;s Pizza	1030 Clifton Rd Bethel Park, PA 15102	40.2974292	-80.0450656
Luciano&#39;s Pizza &amp; Sixpack	1411 Duncan Ave Pittsburgh, PA 15237	40.5675932	-80.0071093
Lucky Franks	312 Braddock Avenue Braddock, PA 15104	40.405133	-79.872165
Luke Wholey&#39;s Wild Alaska Grill	2106 Penn Avenue Pittsburgh, PA 15222	40.4517212	-79.9826196
Lula	515 Broad Street Sewickley, PA 15143	40.540662	-80.1800005
Luma Restaurant	186 Castle Shannon Blvd Pittsburgh, PA 15228	40.3775166	-80.0407254
Lytle Cafe	5040 Lytle St Pittsburgh, PA 15207	40.4067966	-79.9456056
M &amp; J Bistro	2017 Carson Street Pittsburgh, PA 15203	40.4287193	-79.9769083
MJ&#39;s Steel City Saloon	682 Cliff Mine Road Coraopolis, PA 15108	40.4542644	-80.2153095
Mad Mex	4100 Wm Penn Highway Monroeville, PA 15146		
Mad Mex	2 Robinson Plaza / Suite 100 Pittsburgh, PA 15205	40.448905	-80.1645641
Mad Mex	7905 McKnight Road Pittsburgh, PA 15237	40.5496301	-80.019363
Mad Mex	220 S Highland    Avenue Pittsburgh, PA 15206	40.4582441	-79.9254299
Mad Mex	2101 Greentree Road Pittsburgh, PA 15220	40.3905672	-80.0724608
Mad Mex	370 Atwood  Street Pittsburgh, PA 15213	40.4380685	-79.9541864
Mahoneys / Little E&#39;s Restaurant 	949 Liberty Avenue Pittsburgh, PA 15222	40.4436406	-79.9963117
Main Street Bar &amp; Billards	604 Main St Pittsburgh, PA 15215	40.494833	-79.935638
Mallorca	2228 E Carson St Pittsburgh, PA 15203	40.4280823	-79.9734048
Mama Pepino&#39;s	44 Monongahela Ave Glassport, PA 15045	40.3348801	-79.8909161
Manny&#39;s Rook Station Cafe	201 Hawthorne Avenue Carnegie, PA 15106	40.4151524	-80.0679399
